Number,Type,Short_Description,Description,Caller_ID,Assignment_Group,Priority,Status,Domain,Opened_At,Resolved_At,Work_Notes,Remarks
CHG0000654,Change Request,High latency on inter-DC link,RTT between DC-East and DC-West jumped from 8 ms to 210 ms. BGP route advertisement changed. Investigation in progress.,mike.patel,L1-Service Desk,P3 - Medium,Closed,Cloud & Virtualisation,2024-06-22 17:02,2024-06-25 02:02,Issue resolved after server restart.,Resolved by L2-Storage Team
INC0000655,Incident,App throwing unhandled exceptions,"Application logs showing 2,300 unhandled exceptions in the last hour. OutOfBoundsException in data parser module.",anna.brown,L2-Storage Team,P3 - Medium,Closed,IT Infrastructure,2024-11-12 17:36,2024-11-13 00:36,Escalated to L3 team for further analysis.,Resolved by L2-Storage Team
INC0000656,Incident,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,emily.chen,L3-Infrastructure,P3 - Medium,In Progress,Cloud & Virtualisation,2024-04-15 07:53,,Investigated the issue. Root cause identified. Fix applied.,
INC0000657,Incident,WebLogic server not accepting new connections,WebLogic thread pool exhausted on wl-server-01. Stuck threads detected. Server restart required.,sarah.jones,L2-Server Team,P3 - Medium,On Hold,Cloud & Virtualisation,2024-04-02 13:01,,Vendor engaged. Awaiting response.,
INC0000658,Incident,Storage pool capacity exceeded,NetApp SAN volume group at 94%. LUN expansion required. Storage team notified.,emily.chen,L2-Network Team,P2 - High,Closed,IT Infrastructure,2024-02-15 04:19,2024-02-17 09:19,Investigated the issue. Root cause identified. Fix applied.,Resolved by L2-Security Team
INC0000659,Incident,VPN tunnel down – remote site,Site-to-site VPN between HQ and Branch-04 is down. Remote users cannot access internal resources.,priya.nair,L2-Middleware Team,P2 - High,In Progress,Application Services,2024-06-14 08:24,,User confirmed resolution. Ticket closing.,
INC0000660,Incident,Tomcat connector timeout,Tomcat connector maxThreads=200 reached. New connections queuing. Response time > 30s.,anna.brown,L1-Service Desk,P3 - Medium,Resolved,Security Operations,2024-02-28 08:03,2024-03-01 01:03,Temporary workaround applied. Permanent fix pending.,
INC0000661,Incident,Linux server kernel panic,Server LNX-PROD-04 crashed with kernel panic – not syncing. vmcore dump captured. Analysis pending.,mike.patel,L2-Security Team,P3 - Medium,Closed,Cloud & Virtualisation,2024-10-27 21:06,2024-10-29 05:06,Monitoring in place. No recurrence in past 2 hours.,Resolved by L3-Cloud Team
INC0000662,Incident,CPU overload on middleware node,Middleware server CPU load average is 24 on an 8-core machine. Service is unresponsive.,carlos.garcia,L2-Storage Team,P3 - Medium,Closed,Security Operations,2024-03-13 11:34,2024-03-14 09:34,Investigated the issue. Root cause identified. Fix applied.,Resolved by L1-Service Desk
INC0000663,Incident,Unauthorised access attempt on database,Audit log shows user EXTERNAL-USR tried to query sensitive HR tables. Access revoked. Incident under investigation.,tom.wilson,L3-Infrastructure,P3 - Medium,On Hold,Network Services,2024-03-26 00:03,,Temporary workaround applied. Permanent fix pending.,
INC0000664,Incident,App throwing unhandled exceptions,"Application logs showing 2,300 unhandled exceptions in the last hour. OutOfBoundsException in data parser module.",sarah.jones,L2-Network Team,P3 - Medium,On Hold,Database Services,2024-03-23 23:34,,Patch applied successfully during maintenance window.,
INC0000665,Incident,Monitoring dashboard not loading,Grafana dashboard times out for the Network Overview panel. InfluxDB query taking > 60s. Optimisation needed.,jessica.lee,L3-Cloud Team,P4 - Low,Resolved,Network Services,2024-09-15 10:56,2024-09-17 06:56,Temporary workaround applied. Permanent fix pending.,
INC0000666,Incident,Application deployment failure,CI/CD pipeline failed at deployment stage. Docker image push to registry timed out. Jenkins build #3421 failed.,john.smith,L2-Middleware Team,P2 - High,Closed,Security Operations,2024-08-23 19:21,2024-08-23 22:21,Investigated the issue. Root cause identified. Fix applied.,Resolved by L1-Service Desk
INC0000667,Incident,Database connection pool exhausted,Connection pool to PostgreSQL maxed out at 500 connections. Application returning DB connection errors.,tom.wilson,L2-Server Team,P4 - Low,Resolved,Cloud & Virtualisation,2024-12-22 22:31,2024-12-25 01:31,Investigated the issue. Root cause identified. Fix applied.,
RITM0000668,Service Request,Scheduled OS patching request,Monthly OS patching cycle for 45 Linux servers. Patch Tuesday schedule. Reboot required for kernel updates.,jessica.lee,L1-Service Desk,P4 - Low,Resolved,IT Infrastructure,2024-06-29 12:52,2024-07-01 10:52,User confirmed resolution. Ticket closing.,
INC0000669,Incident,High latency on inter-DC link,RTT between DC-East and DC-West jumped from 8 ms to 210 ms. BGP route advertisement changed. Investigation in progress.,linda.wu,L2-Server Team,P3 - Medium,Closed,Cloud & Virtualisation,2024-04-23 23:01,2024-04-25 11:01,Issue resolved after server restart.,Resolved by L2-Database Admin
CHG0000670,Change Request,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",tom.wilson,L3-Infrastructure,P4 - Low,New,IT Infrastructure,2024-01-19 08:31,,Issue resolved after server restart.,
INC0000671,Incident,Batch job not completing,Nightly EOD batch job stuck since 02:00 AM. Investigating deadlock in job scheduler. Data processing delayed.,sarah.jones,L2-Network Team,P2 - High,In Progress,Network Services,2024-04-09 21:47,,Awaiting business approval before proceeding.,
RITM0000672,Service Request,Zombie processes consuming resources,250 zombie processes detected on app-server-09. Parent process not reaping children. OS-level investigation needed.,ahmed.ali,L2-Middleware Team,P3 - Medium,Closed,Network Services,2024-05-20 06:54,2024-05-20 09:54,Patch applied successfully during maintenance window.,Resolved by L3-Cloud Team
RITM0000673,Service Request,Processor performance degraded,vCPU saturation on VM cluster. Workload balancing required. CPU steal time above 30%.,raj.kumar,L2-Server Team,P4 - Low,Resolved,Database Services,2024-11-28 01:54,2024-11-29 19:54,Patch applied successfully during maintenance window.,
INC0000674,Incident,Physical server hardware error,BIOS POST error on server BLD-02. Memory DIMM slot B1 showing uncorrectable ECC errors. DIMM replacement needed.,anna.brown,L3-Application Support,P3 - Medium,On Hold,IT Infrastructure,2024-01-23 23:14,,Monitoring in place. No recurrence in past 2 hours.,
RITM0000675,Service Request,Out of memory error on application server,Java heap space exhausted on app-server-07. JVM restart performed but root cause unresolved. Memory leak suspected.,linda.wu,L2-Network Team,P4 - Low,Closed,Network Services,2024-01-13 23:14,2024-01-16 06:14,Issue resolved after server restart.,Resolved by L2-Server Team
INC0000676,Incident,Application service down – customer portal,Customer portal returning HTTP 500. Deployment CR-7812 pushed 2 hours ago. Suspected regression. Rollback needed.,anna.brown,L2-Database Admin,P2 - High,Closed,Network Services,2024-08-09 00:37,2024-08-10 19:37,Investigated the issue. Root cause identified. Fix applied.,Resolved by L3-Application Support
CHG0000677,Change Request,Apache Kafka consumer lag spike,"Consumer group order-service showing lag of 500,000 messages. Partition rebalancing in progress.",sarah.jones,L1-Service Desk,P3 - Medium,Resolved,IT Infrastructure,2024-11-03 19:28,2024-11-04 08:28,Monitoring in place. No recurrence in past 2 hours.,
RITM0000678,Service Request,Disk space critical – /var filesystem,SolarWinds alert: /var/log partition at 96% on db-server-01. Old log rotation not working. Need immediate cleanup.,sarah.jones,L1-Service Desk,P3 - Medium,Resolved,Cloud & Virtualisation,2024-02-01 14:03,2024-02-03 05:03,Investigated the issue. Root cause identified. Fix applied.,
INC0000679,Incident,Volume mount failure after reboot,"After last patch reboot, /data volume failed to auto-mount. fstab entry appears correct. Manual mount succeeded.",carlos.garcia,L2-Middleware Team,P3 - Medium,Resolved,Cloud & Virtualisation,2024-11-12 13:14,2024-11-12 15:14,Escalated to L3 team for further analysis.,
INC0000680,Incident,Network connectivity loss to production subnet,Servers in 10.20.30.0/24 are unreachable from management network. Switch port flapping detected on core-sw-02.,sarah.jones,L2-Middleware Team,P3 - Medium,In Progress,Application Services,2024-06-17 18:12,,Awaiting business approval before proceeding.,
INC0000681,Incident,Insufficient RAM on reporting server,Reporting service crashes during large data exports. Server only has 8 GB RAM. Upgrade requested.,john.smith,L1-Service Desk,P2 - High,In Progress,Application Services,2024-08-03 15:46,,Issue resolved after server restart.,
CHG0000682,Change Request,App throwing unhandled exceptions,"Application logs showing 2,300 unhandled exceptions in the last hour. OutOfBoundsException in data parser module.",raj.kumar,L2-Middleware Team,P2 - High,Closed,Network Services,2024-07-02 09:37,2024-07-05 07:37,Issue resolved after server restart.,Resolved by L3-Application Support
INC0000683,Incident,Alert storm from patching activity,Patching activity triggered 300+ monitoring alerts. Alert acknowledgement and suppression window required.,john.smith,L3-Infrastructure,P4 - Low,Resolved,Network Services,2024-12-13 04:03,2024-12-14 11:03,Temporary workaround applied. Permanent fix pending.,
RITM0000684,Service Request,Splunk forwarder not sending logs,Splunk universal forwarder on server app-07 stopped sending logs 6 hours ago. Splunkd service restarted.,priya.nair,L3-Application Support,P4 - Low,Closed,Cloud & Virtualisation,2024-06-23 06:42,2024-06-25 19:42,Awaiting business approval before proceeding.,Resolved by L3-Application Support
INC0000685,Incident,Batch job not completing,Nightly EOD batch job stuck since 02:00 AM. Investigating deadlock in job scheduler. Data processing delayed.,tom.wilson,L2-Database Admin,P4 - Low,Resolved,Database Services,2024-02-23 14:56,2024-02-23 20:56,Temporary workaround applied. Permanent fix pending.,
INC0000686,Incident,Power supply unit failure,Redundant PSU failed on rack server R03-U14. Single PSU running. Replacement parts ordered.,john.smith,L3-Application Support,P4 - Low,Resolved,IT Infrastructure,2024-06-18 23:24,2024-06-20 02:24,Escalated to L3 team for further analysis.,
INC0000687,Incident,Firewall rule causing blocked traffic,"After change request CR-4521, application traffic on port 8443 is being blocked. Rule rollback needed.",linda.wu,L2-Security Team,P1 - Critical,New,Application Services,2024-05-28 14:12,,Temporary workaround applied. Permanent fix pending.,
INC0000688,Incident,Windows Server update causing blue screen,"After Windows Update KB5034441 applied, server rebooted into BSOD. Update rolled back. Systems restored.",sarah.jones,L1-Service Desk,P4 - Low,New,Database Services,2024-10-10 07:11,,Vendor engaged. Awaiting response.,
INC0000689,Incident,Network connectivity loss to production subnet,Servers in 10.20.30.0/24 are unreachable from management network. Switch port flapping detected on core-sw-02.,mike.patel,L2-Storage Team,P3 - Medium,Resolved,Cloud & Virtualisation,2024-04-17 09:29,2024-04-18 16:29,Monitoring in place. No recurrence in past 2 hours.,
INC0000690,Incident,Linux server kernel panic,Server LNX-PROD-04 crashed with kernel panic – not syncing. vmcore dump captured. Analysis pending.,priya.nair,L3-Infrastructure,P3 - Medium,Resolved,Database Services,2024-03-07 06:12,2024-03-10 03:12,Temporary workaround applied. Permanent fix pending.,
INC0000691,Incident,Zombie processes consuming resources,250 zombie processes detected on app-server-09. Parent process not reaping children. OS-level investigation needed.,raj.kumar,L2-Network Team,P2 - High,On Hold,Cloud & Virtualisation,2024-10-01 09:50,,Awaiting business approval before proceeding.,
RITM0000692,Service Request,Windows Server update causing blue screen,"After Windows Update KB5034441 applied, server rebooted into BSOD. Update rolled back. Systems restored.",tom.wilson,L2-Storage Team,P3 - Medium,In Progress,Network Services,2024-08-28 21:39,,User confirmed resolution. Ticket closing.,
INC0000693,Incident,Apache Kafka consumer lag spike,"Consumer group order-service showing lag of 500,000 messages. Partition rebalancing in progress.",raj.kumar,L2-Middleware Team,P3 - Medium,Closed,Security Operations,2024-07-10 16:44,2024-07-13 06:44,Awaiting business approval before proceeding.,Resolved by L1-Service Desk
INC0000694,Incident,RAM utilisation above 90%,Nagios alert: memory usage on web-01 is at 93%. Swap usage also elevated at 60%.,mike.patel,L3-Application Support,P3 - Medium,Resolved,Network Services,2024-04-30 12:13,2024-05-02 04:13,Patch applied successfully during maintenance window.,
INC0000695,Incident,High CPU utilisation on production server,CPU usage on PROD-APP-01 has crossed 95% threshold for the past 30 minutes. Datadog alert triggered. Need immediate investigation.,carlos.garcia,L3-Cloud Team,P3 - Medium,Resolved,Security Operations,2024-09-22 11:14,2024-09-22 17:14,Monitoring in place. No recurrence in past 2 hours.,
INC0000696,Incident,DNS resolution failure,Internal DNS servers not resolving corporate domain names. Secondary DNS unreachable. Impact to all office users.,emily.chen,L2-Server Team,P3 - Medium,In Progress,Network Services,2024-07-14 00:11,,Patch applied successfully during maintenance window.,
RITM0000697,Service Request,WebLogic server not accepting new connections,WebLogic thread pool exhausted on wl-server-01. Stuck threads detected. Server restart required.,emily.chen,L2-Database Admin,P3 - Medium,Resolved,Database Services,2024-04-26 03:07,2024-04-26 13:07,Change request raised for permanent resolution.,
